,municipio,escrutinio,input_text,target_text
7599,Beneixama,18.38,PSOE | 53.79 | 5 | 2 más && PP | 28.46 | 3 | 1 menos && JPB.2 | 16.97 | 1 | <null>,"El PSOE sería la fuerza política más votada en Beneixama, al hacerse con cinco concejales cuando el recuento de las elecciones municipales llega al 18.38% de escrutinio, lo que significaría un mejor resultado en la región que en los comicios anteriores, pues se traduce en dos representantes más. De acuerdo a los datos que se manejan hasta el momento, la formación socialista se haría con un 53,79% de los votos en juego, seguido del PP, con tres ediles (28,46% de las papeletas); y de Junts per Beneixama, con un asiento (16,97%). "
6456,Castroverde,31.83,PSOE | 72.37 | 9 | 1 más && BNG | 14.51 | 1 | 0 && PP | 12.03 | 1 | 1 menos,"El PsdeG-PSOE sería la fuerza política más votada en Castroverde, al hacerse con nueve concejales cuando el recuento de las elecciones municipales llega al 31.83% de escrutinio, lo que significaría uno más que los registrados en la región durante los anteriores comicios. De acuerdo a los datos que se manejan hasta el momento, la formación socialista se haría con un 72,37% de los votos en juego, seguido de BNG, con un edil (14,51% de los votos); y del PP, con un asiento (12,03%). "
1310,Cuarte de Huerva,83.64,PAR | 32.32 | 6 | 2 menos && PSOE | 19.84 | 4 | 2 más && Cs | 12.82 | 2 | <null> && PP | 10.31 | 2 | 0 && VOX | 9.35 | 2 | <null> && CHA | 8.53 | 1 | 1 menos && PODEMOS-EQUO | 3.97 | 0 | <null> && I.U. | 2.23 | 0 | <null>,"El PAR sería la fuerza política más votada en Cuarte de Huerva, al hacerse con seis concejales cuando el recuento de las elecciones municipales alcanza el 83.64% de escrutinio, lo que se traduciría en un peor resultado en el municipio que en 2015, pues se traduce en dos representantes menos. El partido aragonesista habría obtenido un 32,32% de los votos, mientras que en la segunda plaza aparecería el PSOE, que con cuatro ediles conseguiría dos más que en las pasadas votaciones en esta localidad; seguido de Cs, con dos. El cuarto lugar lo ocuparía el PP, que se habría hecho con dos, seguido de Vox —9,35%— que consigue dos y de CHA —8,53%— con uno. Peor suerte correrían Podemos-Equo, que con un 3,97% no se sentaría en el Salón de Plenos; y IU, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 2,23%."
2000,Piedrabuena,37.02,PSOE | 54.98 | 7 | 1 más && PP | 35.94 | 4 | 0 && Cs | 7.7 | 0 | <null>,"El PSOE sería la fuerza política más votada en Piedrabuena, al hacerse con siete concejales cuando el recuento de las elecciones municipales llega al 37.02% de escrutinio, lo cual supondría uno más que los registrados en la región durante los pasados comicios. La organización de Ferraz se habría hecho con el 54,98% de los votos, porcentaje que le valdría para estar por delante del PP, que con cuatro ediles conseguiría el mismo número que en las pasadas votaciones en el municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. Fuera estaría Cs, como ya ocurrió en los comicios anteriores, al recabar un 7,7% de apoyos."
5584,Aitona,23.21,JUNTS | 67.95 | 8 | <null> && ERC-AM | 21.63 | 2 | 1 menos && PP | 8.49 | 1 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 23.21%, Junts per Aitona vencería en Aitona con ocho concejales. El 67,95% de las papeletas le habría servido a la candidatura soberanista para superar a AR-AM y al PP, que obtendrían dos (21,63%) y un edil (8,49%), respectivamente. "
196,Palma del Río,11.14,PSOE | 42.51 | 10 | 0 && PP | 22.69 | 5 | 1 más && I.U. | 13.24 | 3 | <null> && CAMBIEMOS PALMA | 8.39 | 2 | <null> && Cs | 7.64 | 1 | <null> && VOX | 4.77 | 0 | <null>,"El PSOE-A sería la fuerza política preferida en Palma del Río, al hacerse con 10 concejales cuando el recuento de las elecciones municipales supera el 11.14% de escrutinio, lo cual supondría el mismo número de asientos que durante la pasada edición de los comicios en esta localidad. De acuerdo a los datos ofrecidos por el Ministerio del Interior, la formación socialista habría conseguido la primera plaza gracias al 42,52% de los votos. En segunda posición estaría el PP (22,68%), con cinco concejales; seguido de Izquierda Unida (13,24%), con tres; mientras que Cambiemos Palma y Cs ocuparían asientos en el Consistorio con dos y un representante, respectivamente. Fuera estaría Vox, como ya ocurrió en los comicios anteriores, al recabar un 4,76% de apoyos."
723,Gerena,19.98,PSOE | 55.24 | 8 | 2 más && ADELANTE | 30.36 | 4 | <null> && PP | 6.93 | 1 | 0 && Cs | 5.59 | 0 | <null>,"El PSOE-A sería la fuerza política preferida en Gerena, al hacerse con ocho concejales cuando el recuento de las elecciones municipales llega al 19.98% de escrutinio, lo que supondría un mejor resultado en la región que en los comicios anteriores, pues se traduce en dos representantes más. De acuerdo a los datos que se manejan hasta el momento, la formación socialista se haría con un 55,24% de los votos en juego, seguido de Adelante, con cuatro ediles (30,36% de las papeletas); y del PP, con un asiento (6,93%). A las puertas del Salón de Plenos se quedaría Cs, como ya ocurrió en los comicios anteriores, con un 5,59%."
6472,Lourenzá,86.51,PSOE | 46.53 | 6 | 0 && PP | 27.35 | 3 | 1 menos && BNG | 18.9 | 2 | 1 más && CxG | 6.6 | 0 | <null>,"Con un 86.51% de los votos escrutados, el PsdeG-PSOE ganaría las elecciones municipales de Lourenzá con seis concejales, lo cual significaría el mismo número de representantes que durante la pasada edición de los comicios en esta localidad. De acuerdo a los datos que se manejan hasta el momento, la formación socialista se haría con un 46,49% de los votos en juego, seguido del PP, con tres ediles (27,37% de las papeletas); y de BNG, con dos asientos (18,91%). Fuera estaría CxG, como ya ocurrió en los comicios anteriores, al recabar un 6,6% de apoyos."
5652,Lleida,69.21,ERC-AM | 23.77 | 7 | 4 más && PSOE | 23.63 | 7 | 1 menos && JUNTS | 19.09 | 6 | <null> && Cs | 9.79 | 3 | <null> && BARCELONA EN COMÚ-ECG | 8.68 | 2 | <null> && PP | 6.06 | 2 | 0 && Capgirem BCN - AMUNT | 4.32 | 0 | <null> && VOX | 1.59 | 0 | <null> && PRIMÀRIES | 1.54 | 0 | <null> && A | 0.29 | 0 | <null>,"Con un 69.21% de los votos escrutados en las elecciones municipales, ERC-AM y el PSC-CxLL -CP empatarían a siete ediles en Lleida. Esquerra Republicana habría obtenido un 23,77% de las papeletas, lo que supondría un mejor resultado en la región que en los comicios anteriores, pues se traduce en cuatro asientos más, mientras que la organización de Ferraz estaría por detrás en términos porcentuales, con un 23,63% que le valdría para superar a Junts per Catalunya - Lleida, con seis y a Cs, que empeoraría sus últimos datos con un miembro menos. También entrarían en la cámara Cs, con tres ediles y un 9,79% de apoyos; y Comudelleida-ECG, que obtendría dos y un 8,68%. Peor suerte correrían Crida-CUP-AMunt, que con un 4,32% no se sentaría en el Salón de Plenos; y Vox, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 1,59%."
5840,Flix,55.38,ERC-AM | 57.3 | 7 | 0 && JUNTS | 18.58 | 2 | <null> && PSOE | 11.91 | 1 | <null> && Capgirem BCN - AMUNT | 10.36 | 1 | <null>,"ERC-EpF-AM sería la fuerza política preferida en Flix, al hacerse con siete concejales cuando el recuento de las elecciones municipales supera el 55.38% de escrutinio, lo que se traduciría en una cantidad similar que en los anteriores comicios. Esquerra Republicana habría logrado un 57,3% de los votos, mientras que en segundo lugar se situaría Junts per Flix, con dos ediles; seguido de Unitat per Flix - Candidatura de Progres, que obtendría un concejal (11,91%); y CF-Amunt, que conseguiría uno, con un 10,36%. "
2322,Brihuega,62.08,PSOE | 53.13 | 6 | 2 más && PP | 38.1 | 5 | 0 && PODEMOS.IU | 5.16 | 0 | <null> && Cs | 2.9 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 62.08%, el PSOE triunfaría en Brihuega con siete concejales, lo cual supondría tres representantes más que en los comicios anteriores. La formación socialista se habría hecho con el 53,77% de las papeletas, porcentaje que le valdría para estar por delante del PP, que obtendría cuatro concejales, uno menos que en la pasada ocasión en este municipio, según los datos ofrecidos hasta el momento por el Ministerio del Interior. Peor suerte correrían Podemos-IU, que con un 4,45% no se sentaría en el Salón de Plenos; y Cs, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 3,61%."
7369,Bullas,95.35,PSOE | 59.86 | 11 | 3 más && PP | 22.64 | 4 | 2 menos && VXB | 6.8 | 1 | <null> && Cs | 6.51 | 1 | <null> && IU-V.CR | 3.44 | 0 | <null>,"Con un 95.35% de los votos escrutados, el PSOE triunfaría en las elecciones municipales de Bullas con 11 concejales, lo que significaría tres representantes más que en los pasados comicios. Según la información ofrecida en este momento por el Ministerio del Interior, la formación socialista se habría hecho con un 59,86% de las papeletas que le serviría para estar por delante del PP, que se haría con cuatro ediles, dos menos que en las anteriores votaciones en esta localidad; Vecinos por Bullas, con uno; y Cs, que con un 6,51% obtendría un representante. El 3,44% alcanzado por IU-VCR sería insuficiente para entrar en el concejo municipal."
730,Lantejuela,45.87,PSOE | 49.58 | 6 | 1 menos && Cs | 24.79 | 3 | <null> && ADELANTE | 23.86 | 2 | <null> && PP | 1.33 | 0 | 1 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 45.87%, el PSOE-A triunfaría en Lantejuela con seis concejales, lo cual significaría un representante menos que durante los pasados comicios en esta localidad. El 49,58% de las papeletas le habría servido a la formación socialista para superar a Cs y a Adelante, que obtendrían tres (24,79%) y dos ediles (23,86%), respectivamente. El 1,33% alcanzado por el PP sería insuficiente para entrar en el concejo municipal."
1526,Cangas del Narcea,30.44,PP | 41.91 | 8 | 0 && PSOE | 37.2 | 7 | 2 más && IU-IAS | 12.5 | 2 | <null> && PODEMOS | 4.13 | 0 | <null> && Cs | 2.79 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 30.44%, el PP se impondría en Cangas del Narcea con ocho concejales, lo que se traduciría en una cantidad similar que en los anteriores comicios. El 41,91% de los votos le habría servido al partido de Génova para superar al PSOE y a IU - iAs Cangas del Narcea por la Izquierd, que obtendrían siete (37,2%) y dos ediles (12,5%), respectivamente. Peor suerte correrían Podemos, que con un 4,13% no se sentaría en el Salón de Plenos; y Cs, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 2,79%."
202,Priego de Córdoba,1.07,PP | 52.78 | 13 | 3 más && PSOE | 26.63 | 7 | 1 más && Cs | 6.31 | 1 | <null> && UYPR | 4.57 | 0 | <null> && I.U. | 4.34 | 0 | <null> && PODEMOS-EQUO | 2.59 | 0 | <null> && VOX | 2.07 | 0 | <null>,"El PP sería la fuerza política más votada en Priego de Córdoba, al hacerse con 13 concejales cuando el recuento de las elecciones municipales llega al 1.07% de escrutinio, lo que significaría un mejor resultado en la región que en los comicios anteriores, pues se traduce en tres representantes más. De acuerdo a los datos que se manejan hasta el momento, el partido de Génova se haría con un 51,63% de los votos en juego, seguido del PSOE-A, con siete ediles (27,79% de las papeletas); y de Cs, con un asiento (6,31%). "
5031,Aiguafreda,84.08,JUNTS | 47.47 | 6 | <null> && ERC-AM | 32.21 | 4 | 2 más && Capgirem BCN - AMUNT | 10.48 | 1 | <null> && PP | 6.61 | 0 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 84.08%, Junts per Aiguafreda se impondría en Aiguafreda con seis concejales. El 47,47% de las papeletas le habría servido a la candidatura soberanista para superar a ERC -AM y a CUP-Amunt, que obtendrían cuatro (32,21%) y un edil (10,48%), respectivamente. Fuera estaría el PP, como ya ocurrió en los comicios anteriores, al recabar un 6,61% de apoyos."
6427,Santa Comba,13.54,PP | 43.98 | 6 | 1 más && PSOE | 39.4 | 6 | 1 más && CxG | 12.91 | 1 | <null> && BNG | 3.07 | 0 | 0,"El PP sería la fuerza política preferida en Santa Comba, al hacerse con seis concejales cuando el recuento de las elecciones municipales llega al 13.54% de escrutinio, lo cual significaría uno más que los registrados en la región durante los anteriores comicios. De acuerdo a los datos que se manejan hasta el momento, el partido de Génova se haría con un 45,09% de los votos en juego, seguido del PsdeG-PSOE, con cinco ediles (38,27% de los votos); y de CxG, con dos asientos (12,92%). El 3,07% alcanzado por BNG sería insuficiente para entrar en el concejo municipal."
6945,Fitero,17.72,NA+ | 56.8 | 7 | <null> && PSOE | 34.46 | 4 | <null> && AFI.1 | 6.35 | 0 | <null>,"Con un 17.72% de los votos escrutados, Navarra Suma se impondría en las elecciones municipales de Fitero con siete concejales, lo cual supondría uno más que los registrados en la región durante los anteriores comicios. Navarra Suma (UPN, PP y Cs) se habría hecho con el 56,8% de las papeletas, porcentaje que le valdría para estar por delante del PSOE, con cuatro representantes, según los datos ofrecidos hasta el momento por el Ministerio del Interior. Fuera estaría AFI, que perdería todos sus miembros del Cabildo, al recabar un 6,35% de apoyos."
7283,Gamiz-Fika,29.05,EAJ-PNV | 56.32 | 5 | 0 && EH Bildu | 40.07 | 4 | <null> && PSOE | 1.81 | 0 | 0 && PP | 0.84 | 0 | <null>,"EAJ-PNV sería la fuerza política preferida en Gamiz-Fika, al hacerse con cinco concejales cuando el recuento de las elecciones municipales alcanza el 29.05% de escrutinio, lo cual se traduciría en una cantidad similar que en los pasados comicios. La formación nacionalista vasca habría logrado un 56,32% de los votos, mientras que en segundo lugar aparecería EH Bildu, que con cuatro ediles conseguiría el mismo número que en las anteriores votaciones en el municipio. "
593,Ardales,61.18,ADELANTE | 50.96 | 6 | <null> && PSOE | 34.31 | 4 | 1 menos && PP | 13.65 | 1 | 1 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 61.18%, Adelante vencería en Ardales con seis concejales. Adelante Purullena - Bejarín:izquierda Unida - Podemos acapararía un 50,96% de los votos, mientras que en segundo lugar aparecería el PSOE-A, que habría conseguido cuatro ediles (34,31%); seguido del PP, con un 13,65% de las papeletas y un asiento."
439,Huelva,70.97,PSOE | 45.16 | 14 | 3 más && PP | 16.09 | 4 | 4 menos && Cs | 9.7 | 3 | <null> && ADELANTE | 9.37 | 2 | <null> && MRH | 7.76 | 2 | 1 más && VOX | 6.85 | 2 | 2 más && IxH | 2.28 | 0 | <null> && CeH | 1.7 | 0 | <null> && AxSI | 0.35 | 0 | <null>,"Con un 70.97% de los votos escrutados, el PSOE-A triunfaría en las elecciones municipales de Huelva con 14 concejales, lo que supondría un mejor resultado en la región que en los pasados comicios, pues se traduce en tres asientos más. La organización de Ferraz se habría hecho con el 45,16% de los votos, porcentaje que le serviría para estar por delante del PP, que se haría con la segunda plaza al obtener cuatro ediles; mientras que el tercer lugar correspondería a Cs, con tres; y le seguirían Adelante, con dos; Mesa de la Ría de Huelva con dos; y Vox, que irrumpiría en el Ayuntamiento con dos representantes. Tal resultado dejaría sin representación a IxH, opción elegida por el 2,28%; y a CeH, con un 1,7%."
129,"Puerto de Santa María, El",55.44,PP | 29.39 | 9 | <null> && PSOE | 27.11 | 8 | <null> && ADELANTE | 11.1 | 3 | <null> && Cs | 9.35 | 2 | <null> && VOX | 7.48 | 2 | <null> && UP | 6.0 | 1 | <null> && LEVANTEMOS | 4.75 | 0 | <null> && AxSI | 3.76 | 0 | <null>,"Con un 55.44% de los votos escrutados, el PP triunfaría en las elecciones municipales de El Puerto de Santa María con nueve concejales, lo que supondría una cantidad similar que en los anteriores comicios. La formación popular habría obtenido un 29,4% de los votos, mientras que en segundo lugar aparecería el PSOE-A, que con ocho ediles obtendría dos más que en las anteriores votaciones en esta localidad; seguido de Adelante, con tres. El cuarto lugar lo ocuparía Cs, que se habría hecho con dos, seguido de Vox —7,48%— que consigue dos y de Unión Portuense —5,99%— con uno. Tal resultado dejaría sin representación a Levantemos el Puerto, opción elegida por el 4,75%; y a AxSI, con un 3,76%."
1998,Pedro Muñoz,84.04,PSOE | 49.86 | 7 | 2 menos && PP | 36.37 | 5 | 1 más && Cs | 12.22 | 1 | <null>,"El PSOE sería la fuerza política preferida en Pedro Muñoz, al hacerse con siete concejales cuando el recuento de las elecciones municipales alcanza el 84.04% de escrutinio, lo cual supondría un peor resultado en el municipio que en 2015, pues se traduce en dos representantes menos. La organización de Ferraz acapararía un 49,86% de los votos, mientras que en segundo lugar aparecería el PP, que habría conseguido cinco ediles (36,37%); seguido de Cs, con un 12,22% de los votos y un asiento. "
5162,Olèrdola,34.62,ApO | 49.45 | 6 | <null> && ERC-AM | 19.82 | 2 | 0 && JUNTS | 18.72 | 2 | <null> && PSOE | 10.33 | 1 | 5 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 34.62%, ApO ganaría en Olèrdola con seis concejales. Gracias al 49,45% de las papeletas, 20 - Alternativa per Olèrdola se habría impuesto a ERC-AM, que con dos ediles ostentaría la segunda plaza por delante de Junts, con dos; y PSC-UNITS-CP, que obtendría un representante. "
7310,Ugao-Miraballes,7.82,EAJ-PNV | 60.62 | 7 | 1 menos && EH Bildu | 31.27 | 4 | <null> && PSOE | 5.73 | 0 | 0 && PP | 1.27 | 0 | 0,"Con un 7.82% de los votos escrutados, EAJ-PNV se impondría en las elecciones municipales de Ugao / Miraballes con siete concejales, lo que significaría un representante menos que durante los anteriores comicios en esta localidad. Atendiendo a los datos que se conocen en este momento, la primera posición ocupada por la formación nacionalista vasca se correspondería con el 60,62% de los votos. El segundo puesto iría a parar a EH Bildu, que con cuatro representantes, conseguiría uno más que en las pasadas votaciones en esta localidad. Peor suerte correrían el PSOE, que con un 5,73% no se sentaría en el Salón de Plenos; y el PP, que nuevamente se quedaría a las puertas del concejo municipal al obtener el 1,27%."
1622,Lloseta,13.21,PSOE | 42.11 | 6 | 2 más && PP | 13.58 | 2 | 0 && MÉS-APIB | 12.52 | 2 | 0 && SI.1 | 10.67 | 1 | <null> && Cs | 8.12 | 1 | <null> && EL PI | 8.02 | 1 | 2 menos && PODEMOS.IU | 4.35 | 0 | <null>,"El PSIB-PSOE sería la fuerza política preferida en Lloseta, al hacerse con seis concejales cuando el recuento de las elecciones municipales supera el 13.21% de escrutinio, lo cual supondría dos asientos más que en los comicios anteriores. La formación socialista habría obtenido un 42,11% de los votos, mientras que en la segunda plaza se situaría el PP, que con dos ediles lograría el mismo número que en las pasadas votaciones en el municipio; seguido de MÉS- APIB, con dos. El cuarto lugar lo ocuparía Socialistes Independents de Lloseta, que se habría hecho con uno, seguido de Cs —8,12%— que consigue uno y de EL PI —8,02%— con uno. A las puertas del Salón de Plenos se quedaría Podemos-EUIB, como ya ocurrió en los comicios anteriores, con un 4,35%."
7102,Irurtzun,43.64,EH Bildu | 71.44 | 8 | <null> && NA+ | 24.88 | 3 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 43.64%, EH Bildu vencería en Irurtzun con ocho concejales, lo que se traduciría en dos representantes más que en los comicios anteriores. Atendiendo a los datos que se conocen en este momento, la primera posición ocupada por la coalición de izquierda “abertzale” respondería al 71,44% de los votos. El segundo puesto quedaría en manos de Navarra Suma, que con tres ediles lograría dos más que en las anteriores votaciones en esta localidad. "
1804,Puente Viesgo,10.93,P.R.C. | 81.81 | 10 | 1 más && PP | 9.82 | 1 | 0 && PSOE | 7.32 | 0 | 1 menos,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 10.93%, el Partido Regionalista de Cantabria vencería en Puente Viesgo con 10 concejales, lo que supondría un asiento más que durante los pasados comicios en esta localidad. El Partido Regionalista de Cantabria habría obtenido un 81,81% de los votos, mientras que en segundo lugar aparecería el PP, que con un representante, lograría el mismo número que en las pasadas votaciones en esta localidad. Fuera estaría el PSOE, que perdería todos sus miembros del Cabildo, al recabar un 7,32% de apoyos."
7001,Marcilla,68.96,NA+ | 52.64 | 6 | <null> && PSOE | 45.57 | 5 | 0,"Navarra Suma sería la fuerza política más votada en Marcilla, al hacerse con seis concejales cuando el recuento de las elecciones municipales llega al 68.96% de escrutinio, lo cual significaría una cantidad similar que en los anteriores comicios. Atendiendo a los datos que se tienen en este momento, la primera plaza ocupada por Navarra Suma (UPN, PP y Cs) respondería al 52,64% de los votos. El segundo puesto iría a parar al PSOE, que con cinco ediles conseguiría el mismo número que en las pasadas votaciones en el municipio. "
336,Montillana,59.38,PP | 44.58 | 4 | 1 menos && PSOE | 41.39 | 4 | 0 && Cs | 13.45 | 1 | <null>,"Con un 59.38% de los votos escrutados en las elecciones municipales, el PP y el PSOE-A empatarían a cuatro concejales en Montillana. La formación popular habría obtenido un 44,58% de las papeletas, lo cual significaría un asiento menos que durante los pasados comicios en esta localidad, mientras que la organización de Ferraz estaría por detrás en tantos porcentuales, con un 41,39% que le valdría para superar a Cs, con un 13,45%. "
2022,Torrenueva,81.62,PP | 46.35 | 6 | 1 más && PSOE | 45.67 | 5 | 1 menos && Cs | 7.41 | 0 | <null>,"El PP sería la fuerza política preferida en Torrenueva, al hacerse con seis concejales cuando el recuento de las elecciones municipales alcanza el 81.62% de escrutinio, lo que supondría uno más que los registrados en la región durante los anteriores comicios. El partido de Génova habría obtenido un 46,35% de los votos, mientras que en segundo lugar aparecería el PSOE, que obtendría cinco ediles, uno menos que en la pasada ocasión en este municipio. El 7,41% alcanzado por Cs sería insuficiente para entrar en el concejo municipal."
6368,Camariñas,12.72,PSOE | 59.79 | 8 | 1 más && PP | 30.86 | 4 | 1 menos && BNG | 8.71 | 1 | 0,"Con un 12.72% de los votos escrutados, el PsdeG-PSOE triunfaría en las elecciones municipales de Camariñas con ocho concejales, lo cual significaría uno más que los registrados en la región durante los anteriores comicios. La organización de Ferraz acapararía un 59,79% de los votos, mientras que en segundo lugar aparecería el PP, que habría conseguido cuatro ediles (30,86%); seguido de BNG, con un 8,71% de los votos y un asiento. "
5140,Molins de Rei,95.63,PSOE | 29.66 | 7 | 2 más && JUNTS | 17.06 | 4 | <null> && ERC-AM | 15.42 | 4 | 1 más && Capgirem BCN - AMUNT | 12.68 | 3 | <null> && MOLINS CAMINA-PODEM | 6.58 | 1 | <null> && BARCELONA EN COMÚ-ECG | 5.15 | 1 | <null> && Cs | 5.06 | 1 | <null> && PRIMÀRIES | 3.21 | 0 | <null> && 15 ARCADES | 2.52 | 0 | <null> && PP | 1.91 | 0 | 0,"Con un 95.63% de los votos escrutados, el PSC- CP triunfaría en las elecciones municipales de Molins de Rei con siete concejales, lo cual se traduciría en dos asientos más que en los pasados comicios. Un 29,66% de los votos le habría servido para erigirse en la mayor fuerza política de la región por delante de Junts per Molins, con cuatro ediles; ERC-AM, que se haría con cuatro; CUP-Amunt, con tres;; Molins Camina - Podem, con uno; Reviu Molins - En Comú Guanyem, con uno; y Cs, que con uno sería la última fuerza en obtener representantes en la circunscripción. Tal resultado dejaría sin representación a Molins de Rei per la República - Primàries Catalunya, opción elegida por el 3,21%; y a Moviment 15 Arcades, con un 2,52%."
5440,Palau-saverdera,54.37,ERC-AM | 40.34 | 4 | 1 más && JUNTS | 26.9 | 3 | <null> && AXT.2 | 23.46 | 2 | <null> && UPMcat | 7.87 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 54.37%, GdP-AM se impondría en Palau-saverdera con cuatro concejales, lo cual significaría uno más que los registrados en la región durante los pasados comicios. El 40,34% de los votos le habría servido a Esquerra Republicana para superar a Junts per Palau y a AXT, que obtendrían tres (26,9%) y dos ediles (23,46%), respectivamente. Fuera estaría Més Palau - Upmcat, como ya ocurrió en los comicios anteriores, al recabar un 7,87% de apoyos."
6622,Agolada,43.52,PAYJ | 53.84 | 7 | <null> && PP | 37.71 | 4 | 4 menos && CxG | 7.4 | 0 | <null>,"Con un 43.52% de los votos escrutados, el Partido Anticorrupción y Justicia se impondría en las elecciones municipales de Agolada con siete concejales. El Partido Anticorrupción y Justicia se habría hecho con el 53,84% de las papeletas, porcentaje que le valdría para estar por delante del PP, que se haría con cuatro ediles, cuatro menos que en las anteriores votaciones en esta localidad, según los datos ofrecidos hasta el momento por el Ministerio del Interior. A las puertas del Salón de Plenos se quedaría CxG, como ya ocurrió en los comicios anteriores, con un 7,4%."
6462,Folgoso do Courel,28.19,PP | 52.53 | 5 | 0 && PSOE | 25.93 | 2 | 1 menos && IG-VIVO | 21.21 | 2 | <null>,"El PP sería la fuerza política preferida en Folgoso do Courel, al hacerse con cinco concejales cuando el recuento de las elecciones municipales alcanza el 28.19% de escrutinio, lo cual significaría una cantidad similar que en los anteriores comicios. De acuerdo a los datos que se manejan hasta el momento, la formación popular se haría con un 52,53% de los votos en juego, seguido del PsdeG-PSOE, con dos ediles (25,93% de las papeletas); y de IG-VIVO, con dos asientos (21,21%). "
693,Benacazón,24.04,PSOE | 44.91 | 6 | 0 && PP | 21.44 | 3 | 0 && ADELANTE | 17.74 | 2 | <null> && Cs | 14.65 | 2 | <null>,"Con un 24.04% de los votos escrutados, el PSOE-A triunfaría en las elecciones municipales de Benacazón con seis concejales, lo cual significaría una cantidad similar que en los pasados comicios. Gracias al 44,91% de los votos, la formación socialista se habría impuesto al PP, que con tres ediles ostentaría la segunda plaza por delante de Adelante, con dos; y Cs, que obtendría dos miembros del Ayuntamiento. "
5871,Mont-roig del Camp,48.9,PSOE | 33.52 | 7 | 3 más && JUNTS | 18.31 | 3 | <null> && ERC-AM | 17.46 | 3 | 0 && AMM - VX+ | 9.94 | 2 | <null> && Cs | 9.52 | 1 | <null> && IMM | 6.71 | 1 | <null> && PP | 3.33 | 0 | 0 && A per TGN | 0.48 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 48.9%, el PSC-CP vencería en Mont-roig del Camp con siete concejales, lo cual significaría tres asientos más que en los pasados comicios. La formación socialista habría obtenido un 33,52% de los votos, mientras que en segundo lugar se situaría Junts per Mont - Roig Miami, con tres representantes; seguido de ERC-MES-AM, con tres. El cuarto lugar lo ocuparía AMM-VX+, que se habría hecho con dos, seguido de Cs —9,52%— que consigue uno y de Plataforma Impulso Miami - Mont Roig —6,71%— con uno. "
573,Villatorres,11.9,ADELANTE | 44.27 | 5 | <null> && PP | 28.05 | 3 | 0 && PSOE | 26.66 | 3 | 0,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 11.9%, Adelante se impondría en Villatorres con cinco concejales. De acuerdo a los datos que se manejan hasta el momento, Adelante Purullena - Bejarín:izquierda Unida - Podemos se haría con un 44,27% de los votos en juego, seguido del PP, con tres ediles (28,05% de las papeletas); y del PSOE-A, con tres asientos (26,66%). "
382,Zújar,58.78,GENTE DE ZUJAR | 59.3 | 7 | <null> && PSOE | 18.67 | 2 | 1 menos && PP | 15.66 | 2 | 1 más && I.U. | 5.4 | 0 | <null>,"Con un 58.78% de los votos escrutados, Gente de Zujar triunfaría en las elecciones municipales de Zújar con siete concejales, lo cual significaría un mejor resultado en la región que en los pasados comicios, pues se traduce en dos representantes más. De acuerdo a los datos que se manejan hasta el momento, Agrupación de Electores Gente de Zujar se haría con un 59,3% de los votos en juego, seguido del PSOE-A, con dos ediles (18,67% de los votos); y del PP, con dos asientos (15,66%). El 5,4% alcanzado por IU–Para la Gente sería insuficiente para entrar en el concejo municipal."
616,Casares,51.65,I.U. | 53.45 | 7 | <null> && PSOE | 26.88 | 4 | 0 && PP | 16.01 | 2 | 0 && Cs | 2.81 | 0 | <null>,"Cuando el recuento de votos correspondiente a las elecciones municipales alcanza el 51.65%, IU se impondría en Casares con siete concejales, lo que supondría el mismo número de asientos que durante los pasados comicios en esta localidad. De acuerdo a los datos que se manejan hasta el momento, Izquierda Unida se haría con un 53,45% de los votos en juego, seguido del PSOE-A, con cuatro ediles (26,88% de las papeletas); y del PP, con dos asientos (16,01%). Fuera estaría Cs, como ya ocurrió en los comicios anteriores, al recabar un 2,81% de apoyos."
5235,Sant Julià de Vilatorta,31.31,ERC-AM | 77.77 | 11 | 2 más,"Con un 31.31% de los votos escrutados, AVV-AM ganaría las elecciones municipales de Sant Julià de Vilatorta con 11 concejales, lo cual se traduciría en dos asientos más que en los comicios anteriores. "
